Age,Gender,Geography,PreviousPurchases,Salary,NumChildren,Product,EducationLevel,MaritalStatus,EmploymentStatus,HousingStatus,CreditScore,InternetUsage,NumberOfCars,HealthStatus,ShoppingFrequency,MembershipDuration,PurchaseFlag
22,Male,Africa,8042.417144306022,91690.032766523,0,Mobile Phone,Bachelor,Widowed,Employed,Own,841,7.343608196225063,0,Poor,16,5,1
43,Female,Asia,2090.99957176518,92255.7909382906,2,Mobile Phone,Bachelor,Widowed,Retired,Living with Parents,589,4.154750352471804,0,Fair,7,2,1
37,Female,North America,5361.016265880856,86425.47845673711,3,Mobile Phone,Bachelor,Divorced,Student,Rent,574,7.6651682352457975,0,Excellent,15,10,0
23,Male,South America,7511.696320948034,67362.29585707063,2,Mobile Phone,Bachelor,Divorced,Unemployed,Living with Parents,711,5.389689991505753,2,Excellent,7,5,0
23,Female,Europe,2485.618195560674,78053.43436344666,2,Mobile Phone,High School,Widowed,Student,Rent,305,7.554311673788386,2,Poor,8,12,0
67,Female,Asia,9249.612627982142,34616.90679981644,3,Mobile Phone,PhD,Widowed,Student,Rent,444,5.911834222545858,0,Excellent,14,17,1
35,Male,North America,8678.329242982874,128486.09854942639,3,Mobile Phone,Bachelor,Married,Employed,Rent,400,7.592058824341956,1,Poor,16,3,1
21,Female,Africa,2586.6642961650414,135597.51300052908,2,Mobile Phone,PhD,Single,Employed,Living with Parents,463,7.954028796185916,0,Fair,16,2,1
34,Male,North America,9897.41686692136,119615.20574991535,1,Mobile Phone,High School,Married,Retired,Rent,812,3.5520714497526926,2,Good,1,1,0
31,Female,South America,6724.7938317386615,95866.18158179437,3,Mobile Phone,Master,Widowed,Unemployed,Living with Parents,443,4.467177980300973,2,Fair,5,15,1
31,Female,Asia,2932.3903704619634,93993.30224623275,2,Mobile Phone,PhD,Married,Retired,Rent,751,5.539988060333869,1,Good,2,4,0
30,Female,North America,6842.270807525124,81142.0717704836,2,Mobile Phone,PhD,Single,Employed,Rent,346,2.71486973042907,0,Poor,12,4,0
24,Female,Asia,6695.857876992586,50075.07510640162,2,Mobile Phone,PhD,Divorced,Unemployed,Living with Parents,322,9.73304921400018,2,Excellent,10,7,1
61,Female,Asia,6101.316884869857,69894.49724285767,1,Mobile Phone,Master,Married,Retired,Living with Parents,494,9.317240552075987,2,Fair,2,8,0
32,Male,Africa,7145.791499676901,148687.75577112113,4,Mobile Phone,High School,Married,Student,Rent,745,7.992800986735971,1,Excellent,14,5,0
36,Female,Europe,2756.3253347148766,38954.39162282659,4,Mobile Phone,PhD,Divorced,Retired,Rent,384,2.784589594021086,2,Excellent,10,14,0
60,Female,South America,9791.956307336392,90548.82378501375,3,Mobile Phone,High School,Divorced,Unemployed,Own,643,5.0777926799171045,2,Fair,7,17,0
64,Male,North America,8593.167997024066,132648.35386759625,4,Mobile Phone,PhD,Single,Student,Living with Parents,766,9.345554840359167,1,Excellent,15,11,1
61,Male,Europe,7482.8393910302775,78890.2185326792,0,Mobile Phone,PhD,Widowed,Employed,Own,598,6.50990915389527,1,Fair,5,15,0
52,Female,Africa,360.4194366721662,98729.33452449246,3,Mobile Phone,PhD,Married,Student,Own,670,4.468898017366374,1,Excellent,7,1,0
34,Male,Europe,5944.815195181178,127613.10981343698,3,Mobile Phone,Master,Single,Unemployed,Own,471,1.8242862733306333,2,Poor,14,3,0
52,Female,Asia,7094.191482609567,91182.9765535661,2,Mobile Phone,High School,Married,Student,Living with Parents,531,1.9012848534196864,2,Poor,5,6,0
36,Male,Asia,8555.588288368042,115090.99099686295,0,Mobile Phone,High School,Single,Retired,Rent,785,7.104641562056165,0,Fair,13,11,0
37,Male,South America,9466.955505710532,65145.40964251154,4,Mobile Phone,Bachelor,Single,Retired,Rent,837,3.8037762287479584,0,Fair,2,2,0
53,Female,North America,9166.94568942335,115293.0180521157,3,Mobile Phone,PhD,Divorced,Student,Living with Parents,459,5.470576415836918,0,Poor,3,8,1
52,Male,North America,4119.844831578614,25332.77116337677,0,Mobile Phone,Master,Widowed,Unemployed,Own,342,7.7640800303022885,1,Fair,16,6,0
49,Female,Africa,8975.361760942133,39876.90831317632,1,Mobile Phone,PhD,Married,Unemployed,Living with Parents,411,2.64536748030756,2,Excellent,10,16,0
65,Male,South America,107.41321122722482,102848.5029189361,1,Mobile Phone,High School,Widowed,Unemployed,Rent,757,1.6987403816693982,2,Fair,8,3,1
61,Male,North America,3579.604593927086,78364.09167402593,2,Mobile Phone,High School,Single,Unemployed,Living with Parents,757,4.389801956117717,0,Excellent,6,8,0
57,Male,Asia,1227.422585380897,127685.36310481864,0,Mobile Phone,PhD,Divorced,Retired,Own,540,2.4618962109604277,1,Poor,10,18,0
41,Female,South America,8842.370230497005,64456.68189715596,3,Mobile Phone,High School,Widowed,Unemployed,Living with Parents,694,5.593206858550827,2,Poor,1,8,1
34,Female,Europe,9287.020863792495,119737.08074531116,1,Mobile Phone,PhD,Divorced,Unemployed,Rent,417,5.974905156322213,0,Excellent,14,9,1
24,Male,South America,2634.4833396872145,38084.67274300738,1,Mobile Phone,PhD,Divorced,Student,Rent,761,1.9951576038524412,1,Excellent,19,6,0
60,Female,South America,3736.373436442087,140919.0552560341,4,Mobile Phone,Bachelor,Married,Student,Rent,778,8.13591745909941,2,Fair,17,11,0
67,Female,North America,9840.388432229214,74397.11394824577,4,Mobile Phone,Master,Single,Retired,Own,436,1.210030944922811,0,Fair,14,14,0
18,Female,Africa,5704.028290921025,50017.24231653837,0,Mobile Phone,Master,Married,Retired,Rent,540,4.097207797331433,1,Excellent,4,8,0
52,Male,Africa,5020.852849874232,122589.76697757353,4,Mobile Phone,High School,Married,Retired,Rent,426,1.4211540676895775,0,Fair,12,1,1
49,Female,North America,5054.3107076641145,143225.20119753806,0,Mobile Phone,High School,Widowed,Unemployed,Living with Parents,782,7.363817449740558,0,Excellent,18,10,0
53,Male,North America,6992.262974800548,139350.62470655603,3,Mobile Phone,Bachelor,Divorced,Student,Living with Parents,653,8.906637069714284,2,Excellent,16,11,1
30,Male,North America,9549.976044242938,50932.06090007923,3,Mobile Phone,High School,Married,Student,Own,534,4.133527687322731,0,Poor,11,18,1
23,Male,Africa,3729.562054548491,107361.00092236315,3,Mobile Phone,High School,Married,Unemployed,Own,637,3.9538964156204077,2,Excellent,19,18,0
31,Male,North America,1809.3136668755253,91091.53903855704,4,Mobile Phone,PhD,Single,Employed,Living with Parents,713,7.2488302533020486,2,Good,10,8,1
54,Male,Europe,1931.6276323146053,114263.54199785505,4,Mobile Phone,Bachelor,Widowed,Unemployed,Rent,430,8.843815377102477,1,Excellent,11,19,1
65,Female,Europe,301.5544770405762,83301.27031392221,2,Mobile Phone,PhD,Widowed,Employed,Living with Parents,360,8.984299243213972,1,Fair,17,12,0
32,Female,Asia,5598.563911581012,81069.21036698138,1,Mobile Phone,PhD,Divorced,Unemployed,Living with Parents,790,6.2584787816483844,1,Excellent,6,15,0
64,Male,Europe,9298.260466817463,134751.88995854245,3,Mobile Phone,High School,Divorced,Retired,Rent,558,6.346192808202576,0,Good,11,9,1
21,Female,South America,7159.461264251584,133263.3337264223,4,Mobile Phone,PhD,Widowed,Employed,Living with Parents,698,6.5742885601102135,2,Good,1,5,1
57,Female,Asia,9930.348813067461,122387.52227382197,1,Mobile Phone,Master,Widowed,Employed,Living with Parents,586,5.5729883237219955,2,Good,13,14,1
33,Female,Europe,9104.32133351201,111636.33461061741,3,Mobile Phone,Master,Single,Retired,Rent,498,5.778246938193686,1,Excellent,16,18,0
45,Female,South America,4969.390966565199,108187.65526061182,3,Mobile Phone,Master,Married,Employed,Rent,626,1.8521207367103227,2,Fair,11,11,0
33,Female,Europe,4916.838867852862,27303.647765989605,1,Mobile Phone,Bachelor,Single,Student,Own,391,9.843766747325366,2,Poor,4,13,1
21,Female,South America,6320.736575302825,117439.70409576719,1,Mobile Phone,Bachelor,Single,Unemployed,Own,527,1.5569618025154197,2,Good,3,2,1
62,Female,North America,1198.2624142828795,102953.58237426313,4,Mobile Phone,Master,Widowed,Employed,Living with Parents,409,5.323257041495501,1,Excellent,16,17,0
43,Male,South America,6116.0739804675695,59313.48151263645,1,Mobile Phone,Master,Widowed,Retired,Own,580,8.068649691934553,1,Poor,5,14,0
45,Male,North America,4694.332796137,126613.19320322726,1,Mobile Phone,PhD,Married,Unemployed,Rent,849,6.247684186770527,0,Fair,3,12,1
49,Male,South America,6463.130224058852,128218.11939579216,4,Mobile Phone,Bachelor,Divorced,Employed,Rent,384,1.8650752722376582,0,Poor,2,6,0
62,Female,South America,5695.578686023405,141184.78674296977,3,Mobile Phone,High School,Widowed,Unemployed,Own,639,5.998893453686092,0,Excellent,18,7,1
19,Female,Europe,3172.9190168167343,74386.54435066946,1,Mobile Phone,High School,Single,Employed,Rent,497,9.148107020274542,1,Good,16,16,0
48,Male,South America,6116.843631882227,91662.49597949682,2,Mobile Phone,Bachelor,Married,Student,Rent,375,6.597837009128501,1,Fair,4,5,1
20,Female,Europe,3723.5420934098297,137774.05250152375,0,Mobile Phone,PhD,Divorced,Retired,Living with Parents,472,8.013912909815714,2,Fair,19,8,0
25,Female,South America,2026.749292413397,61184.18203664555,1,Mobile Phone,Master,Single,Student,Rent,524,5.162470791658041,0,Fair,10,3,1
41,Male,Africa,6783.201392804513,123563.54285407146,1,Mobile Phone,PhD,Single,Student,Living with Parents,318,3.808853200545858,1,Good,7,4,0
32,Male,Asia,3132.836220883944,148955.65892472968,0,Mobile Phone,PhD,Divorced,Employed,Rent,536,2.8009352365112994,2,Fair,6,16,0
60,Male,Europe,8901.345320673758,104751.6359714126,2,Mobile Phone,Bachelor,Single,Student,Living with Parents,725,8.642950420084457,0,Fair,8,19,1
48,Female,Europe,2073.391351170715,147881.51711834857,3,Mobile Phone,Master,Single,Retired,Own,392,7.35860651418145,2,Fair,12,4,0
26,Female,North America,6041.4259804818885,87055.61612168423,2,Mobile Phone,Bachelor,Married,Unemployed,Living with Parents,841,2.6010618858489214,1,Excellent,7,17,0
56,Female,Africa,5758.3328710076075,39896.940550654996,0,Mobile Phone,Bachelor,Single,Unemployed,Rent,438,5.965569398694941,0,Fair,11,16,0
62,Male,North America,2057.6438279314007,42827.46448119047,1,Mobile Phone,PhD,Single,Unemployed,Living with Parents,639,7.387266004337579,1,Excellent,5,10,0
19,Male,Africa,4454.879704758944,115078.68264174287,3,Mobile Phone,Bachelor,Married,Employed,Living with Parents,584,6.112313789321781,2,Fair,15,12,1
25,Female,Africa,6787.833838273664,20118.139663483485,2,Mobile Phone,Bachelor,Married,Retired,Living with Parents,781,9.545349642794411,0,Poor,15,2,1
24,Male,South America,3253.419324450744,106045.4295416721,2,Mobile Phone,Bachelor,Divorced,Employed,Own,532,2.663180985270424,0,Fair,2,17,0
61,Male,North America,1226.9235083339036,39665.33106330437,3,Mobile Phone,Bachelor,Divorced,Student,Rent,532,7.429100327593568,0,Excellent,4,3,0
68,Female,Asia,6190.8830780830185,147967.91593122084,2,Mobile Phone,PhD,Divorced,Retired,Living with Parents,338,6.548684298835684,2,Fair,2,13,1
56,Male,Africa,2318.8068323791094,41206.5785690652,0,Mobile Phone,Master,Married,Student,Own,359,9.27032325471661,2,Excellent,3,12,0
59,Male,Africa,6846.602298728918,91820.31934699335,3,Mobile Phone,Master,Single,Retired,Living with Parents,525,8.763193803509965,1,Good,10,13,0
33,Male,Europe,8410.724256183257,107027.95077979892,0,Mobile Phone,PhD,Single,Unemployed,Living with Parents,779,6.836141011514697,2,Excellent,2,2,0
52,Female,South America,1321.2181773529762,126534.50412688278,3,Mobile Phone,High School,Single,Retired,Rent,705,4.923620208191941,2,Good,16,4,0
47,Female,Asia,4432.330111990879,79704.28344200901,0,Mobile Phone,Bachelor,Single,Employed,Own,672,2.4767808335852792,0,Fair,8,19,1
27,Male,Africa,4504.730466553147,141393.8385360804,1,Mobile Phone,PhD,Married,Unemployed,Living with Parents,642,8.225816727809523,2,Excellent,5,3,0
55,Female,Europe,6362.105594677512,82432.02849851042,1,Mobile Phone,High School,Widowed,Retired,Rent,706,8.420050276918687,0,Good,5,15,1
35,Female,North America,3410.638495095923,52767.79221655344,2,Mobile Phone,High School,Divorced,Employed,Living with Parents,574,4.258927264219407,2,Poor,10,19,1
67,Female,Africa,4243.834640328923,97094.57827707614,3,Mobile Phone,Bachelor,Widowed,Employed,Rent,321,3.036226476434371,1,Excellent,3,5,0
22,Male,Europe,218.7133158797269,105540.72537405901,3,Mobile Phone,PhD,Divorced,Student,Own,684,9.385240835659589,0,Excellent,16,10,1
46,Female,North America,1312.016520714267,85960.84859031138,0,Mobile Phone,Bachelor,Divorced,Unemployed,Own,325,5.220054734987745,2,Excellent,11,2,0
56,Male,South America,5741.6347855945405,115313.67665588312,2,Mobile Phone,High School,Married,Retired,Own,815,7.625912027028282,2,Poor,17,9,0
51,Male,North America,2237.368422920778,74688.50101994639,2,Mobile Phone,High School,Divorced,Retired,Living with Parents,567,6.595145522183715,1,Good,13,16,1
60,Female,Africa,1531.3112089841131,20563.787095937372,3,Mobile Phone,Bachelor,Married,Unemployed,Own,391,7.296690141525321,0,Good,1,4,1
62,Male,Asia,3311.6864028452155,54390.06192547534,1,Mobile Phone,Bachelor,Widowed,Student,Own,592,1.1669204649720384,1,Good,4,10,0
40,Female,North America,1719.0033798379225,142967.69268869847,3,Mobile Phone,Bachelor,Single,Student,Rent,686,6.636234994569425,1,Fair,6,8,1
22,Female,Asia,690.2621211332191,119219.02291178307,3,Mobile Phone,Master,Widowed,Unemployed,Own,429,5.94693324244786,1,Excellent,3,19,0
47,Male,Asia,2910.1966665273358,44639.39715215453,4,Mobile Phone,PhD,Widowed,Unemployed,Rent,784,7.781425479262552,1,Fair,13,19,1
23,Male,North America,1727.148569518956,28664.88895071231,0,Mobile Phone,PhD,Married,Unemployed,Own,410,9.439570507621635,2,Good,19,1,0
63,Female,South America,8014.01784911488,65603.59679858199,0,Mobile Phone,PhD,Married,Employed,Living with Parents,727,8.469317579089532,2,Fair,1,2,1
61,Female,North America,720.3039726135651,128719.25075962156,4,Mobile Phone,High School,Divorced,Unemployed,Living with Parents,533,4.979595641502887,1,Good,13,4,0
21,Female,Europe,7499.688043990252,33777.323725298585,2,Mobile Phone,PhD,Single,Student,Own,336,6.360224002746185,1,Fair,2,9,1
46,Female,Asia,3889.6838400836978,90636.00326851851,0,Mobile Phone,PhD,Widowed,Retired,Rent,404,3.147153107390321,2,Poor,11,4,0
40,Male,Africa,6785.680962559011,55750.03185661581,2,Mobile Phone,High School,Widowed,Retired,Living with Parents,638,1.021600196231312,0,Poor,16,8,0
23,Male,Asia,621.6254197005529,114413.15290409855,1,Mobile Phone,High School,Married,Student,Living with Parents,489,2.307600034938128,2,Poor,11,13,0
49,Male,Africa,9214.969548416751,20053.341058860286,2,Mobile Phone,Master,Married,Retired,Living with Parents,490,1.6501572444261967,2,Poor,1,3,1
59,Female,Europe,7697.019402790933,56032.636511927194,0,Mobile Phone,High School,Married,Student,Rent,355,7.748807193285489,2,Excellent,9,17,0
35,Male,Europe,1487.4164115548388,108302.5473815565,2,Mobile Phone,Bachelor,Widowed,Employed,Own,413,2.6888167660631455,1,Excellent,7,10,0
32,Male,Europe,2265.9652731708675,91077.56656212159,1,Mobile Phone,Master,Married,Retired,Living with Parents,325,2.0023215271366457,1,Excellent,18,11,0
57,Male,North America,6475.5627031309095,121252.53145602344,4,Mobile Phone,High School,Divorced,Employed,Living with Parents,409,3.565348520613611,1,Excellent,1,11,1
49,Male,Asia,9223.469782514068,40497.87134727,0,Mobile Phone,PhD,Divorced,Retired,Living with Parents,750,9.402616422703577,1,Good,19,6,1
26,Female,Africa,4513.740670961712,89026.81953785644,1,Mobile Phone,Master,Divorced,Unemployed,Living with Parents,452,3.472823658653347,0,Excellent,10,15,1
54,Male,Europe,4907.7646707158765,45450.07275890044,3,Mobile Phone,Master,Single,Employed,Living with Parents,800,6.91196951217594,2,Fair,13,16,1
27,Male,Europe,2454.222587751394,103098.61811090726,4,Mobile Phone,PhD,Divorced,Employed,Living with Parents,771,8.502329655550707,0,Poor,18,8,0
37,Male,Africa,3891.807668649209,37074.52835855517,4,Mobile Phone,PhD,Married,Employed,Own,660,8.46027235028189,1,Excellent,11,15,0
23,Male,Asia,2931.5752580200265,39330.195386552106,0,Mobile Phone,PhD,Married,Student,Living with Parents,836,9.493424400799098,2,Fair,9,17,0
65,Female,Asia,3570.6543814143497,62666.68141163114,1,Mobile Phone,Bachelor,Widowed,Retired,Living with Parents,492,4.26186836676842,1,Poor,19,1,0
20,Female,Africa,303.9164850779374,72247.83512946797,3,Mobile Phone,Master,Single,Unemployed,Living with Parents,666,5.391817876951643,0,Fair,14,11,0
59,Male,South America,506.5013722551537,84812.75456726034,1,Mobile Phone,Bachelor,Single,Student,Own,462,3.138109471880743,0,Poor,8,8,0
28,Female,Asia,6838.796685698138,95491.8931009154,2,Mobile Phone,Bachelor,Married,Retired,Rent,571,1.5841258616193317,1,Good,17,15,1
60,Female,Africa,6849.772370334024,80945.79657580465,0,Mobile Phone,PhD,Widowed,Employed,Rent,843,9.803589045282122,0,Good,4,9,1
34,Female,Africa,3369.282943324766,25933.033875332454,2,Mobile Phone,High School,Divorced,Student,Living with Parents,538,8.799898986363779,1,Fair,9,1,1
49,Female,Europe,8866.077727862985,64649.848999443515,2,Mobile Phone,Bachelor,Divorced,Unemployed,Own,688,3.835270640302597,1,Poor,13,13,0
21,Male,Africa,2734.509950379241,27979.65291069237,4,Mobile Phone,High School,Widowed,Employed,Own,309,8.109114087363942,0,Good,5,18,0
21,Female,North America,4018.2693415415474,35350.89066792584,4,Mobile Phone,High School,Widowed,Student,Rent,627,8.467372468712952,0,Good,19,17,1
34,Female,Europe,7340.618680403245,32067.06380898083,2,Mobile Phone,PhD,Married,Employed,Rent,644,3.2059516130341974,1,Poor,14,11,0
58,Male,Europe,7461.324366127932,40552.419825412115,1,Mobile Phone,High School,Single,Retired,Own,695,9.403986557384442,1,Good,13,2,0
36,Male,Asia,8625.54105078132,125679.66933635272,0,Mobile Phone,Bachelor,Widowed,Retired,Living with Parents,389,3.884303508619289,1,Good,11,2,0
22,Male,South America,387.684514869028,101584.4115628451,0,Mobile Phone,High School,Married,Unemployed,Own,751,6.111740385648449,2,Excellent,19,5,1
49,Male,Asia,1919.2109432974687,85881.51831124739,1,Mobile Phone,Bachelor,Single,Retired,Rent,746,8.178700763816607,0,Excellent,7,5,0
39,Female,North America,6441.660529633603,115193.47665685882,2,Mobile Phone,PhD,Divorced,Retired,Own,709,6.310820786774271,0,Fair,7,9,1
23,Male,Europe,3448.1777154403967,144959.0908848718,0,Mobile Phone,Bachelor,Widowed,Retired,Living with Parents,743,3.3353171628390323,0,Fair,11,12,1
52,Female,Europe,531.2605422155948,74297.76888621817,4,Mobile Phone,High School,Divorced,Employed,Living with Parents,698,9.394557455890022,0,Fair,12,3,1
39,Female,Africa,5906.0200716762165,67763.55253609104,3,Mobile Phone,Bachelor,Married,Employed,Rent,304,1.0310325799629947,0,Good,11,19,0
18,Male,South America,3991.4246648016347,147110.56332060316,4,Mobile Phone,High School,Divorced,Retired,Own,395,5.723906262577564,1,Excellent,6,3,0
37,Male,South America,3704.5390995857683,120272.9474968178,1,Mobile Phone,High School,Married,Employed,Own,823,1.4027493924739791,1,Poor,13,1,0
39,Female,Africa,2717.206418389676,121024.45942524218,3,Mobile Phone,PhD,Married,Retired,Living with Parents,643,6.893108019853502,2,Poor,12,10,1
65,Female,North America,159.3791418579301,97992.49835285843,0,Mobile Phone,High School,Single,Unemployed,Own,788,1.3816627192023616,0,Poor,8,15,0
28,Male,South America,1905.364168009206,85911.0957649676,0,Mobile Phone,Master,Married,Student,Living with Parents,507,1.5101926342281666,1,Fair,11,5,0
30,Male,Europe,4794.92944840419,91576.92233229653,3,Mobile Phone,Bachelor,Married,Student,Living with Parents,827,5.438419564651631,0,Excellent,17,4,1
59,Male,North America,2829.7908855692876,104771.05658992249,0,Mobile Phone,Master,Divorced,Retired,Own,606,7.190541372595503,2,Fair,18,11,0
20,Female,Asia,8756.447924708205,68989.11556654601,3,Mobile Phone,Master,Single,Unemployed,Rent,843,4.788735154763499,2,Good,4,10,1
26,Female,Asia,1515.6966553480272,121698.31939485339,2,Mobile Phone,Bachelor,Single,Retired,Own,527,9.225767467257453,2,Excellent,5,3,0
29,Male,North America,8765.868841658395,138198.72266708466,1,Mobile Phone,PhD,Single,Student,Own,528,9.343341618879304,1,Poor,4,1,1
40,Female,Europe,4107.775504107502,94266.87920154195,4,Mobile Phone,Bachelor,Divorced,Unemployed,Rent,686,5.0383250906290415,2,Fair,9,9,0
31,Male,Asia,2830.81909938027,69591.83098015812,3,Mobile Phone,PhD,Single,Employed,Own,670,6.419879410044791,0,Excellent,12,9,1
50,Female,Europe,3112.4893992969114,110426.67203389293,3,Mobile Phone,High School,Divorced,Student,Living with Parents,647,9.811611814831993,2,Poor,14,2,0
35,Female,Africa,3367.7008490070216,43681.39204347243,2,Mobile Phone,Master,Single,Student,Own,323,8.395712909943686,2,Excellent,13,18,1
66,Male,South America,5114.983448355543,145914.444269659,4,Mobile Phone,Bachelor,Married,Retired,Living with Parents,312,2.2088716888581144,2,Good,6,8,0
58,Male,North America,3603.434881511665,105538.35610423946,2,Mobile Phone,High School,Widowed,Unemployed,Rent,816,1.6402230614017197,0,Poor,4,11,0
26,Male,South America,6507.342835678057,28783.93400123993,2,Mobile Phone,Bachelor,Single,Unemployed,Own,477,6.124163992160157,0,Excellent,10,1,0
40,Female,Africa,4309.272170121018,88867.50929739818,1,Mobile Phone,Bachelor,Divorced,Employed,Own,759,8.583660727016962,2,Poor,16,9,1
27,Female,Asia,6749.272725858798,117544.29740365059,0,Mobile Phone,High School,Widowed,Unemployed,Rent,674,7.814691180521144,1,Poor,11,3,0
36,Male,Europe,6083.82154168086,56119.970260171045,4,Mobile Phone,Bachelor,Divorced,Retired,Rent,701,6.639006054601869,1,Good,3,6,0
64,Female,Europe,2520.0943270496878,26628.640238647724,2,Mobile Phone,High School,Married,Unemployed,Living with Parents,588,8.514106522496565,1,Excellent,11,9,1
22,Male,Africa,8146.455549715874,83591.11692699217,0,Mobile Phone,Master,Married,Unemployed,Rent,485,2.1715896639804524,2,Poor,10,15,1
64,Female,North America,8009.916530951942,128371.17765049059,0,Mobile Phone,High School,Divorced,Unemployed,Living with Parents,802,5.237483447664344,2,Good,13,17,0
69,Male,South America,9890.906623462117,52699.46841087917,0,Mobile Phone,Bachelor,Widowed,Employed,Rent,461,8.104002936680242,1,Excellent,10,16,1
40,Female,Asia,1832.9963308912183,113211.70479024402,0,Mobile Phone,Master,Widowed,Employed,Living with Parents,757,2.439182842609937,1,Poor,12,2,0
47,Female,North America,8493.598370809486,73012.78875727046,1,Mobile Phone,Master,Single,Student,Rent,330,4.360874214181997,1,Fair,5,10,0
42,Female,Africa,8732.61113317189,27752.16755796725,1,Mobile Phone,High School,Married,Student,Living with Parents,378,5.1329980854831545,0,Good,15,8,0
45,Female,Africa,6457.425249363465,59515.19647529086,2,Mobile Phone,PhD,Widowed,Employed,Living with Parents,582,1.6750360585283337,0,Excellent,10,5,0
51,Male,Europe,5113.209300048635,60807.31268487208,0,Mobile Phone,High School,Married,Unemployed,Own,486,1.2026846439987424,1,Poor,11,11,0
62,Female,Asia,9576.869606073431,137606.35797479568,2,Mobile Phone,PhD,Widowed,Employed,Living with Parents,838,5.568570224694405,0,Poor,2,12,0
65,Male,North America,9729.65008597566,147627.2610735766,3,Mobile Phone,High School,Widowed,Employed,Own,674,9.162799711784407,0,Good,17,12,1
64,Male,Europe,6452.804817787791,47269.81352001209,1,Mobile Phone,Master,Single,Retired,Own,684,1.923635107828448,2,Good,11,6,0
42,Male,Asia,3659.642593449208,75966.66998049262,1,Mobile Phone,High School,Divorced,Unemployed,Rent,375,2.165173145626354,0,Good,13,1,0
27,Male,South America,8189.935316312844,146971.44902010856,4,Mobile Phone,PhD,Married,Employed,Own,706,1.5185898554924173,2,Poor,8,6,0
31,Female,South America,983.6291254277371,72944.86080743725,3,Mobile Phone,Bachelor,Married,Retired,Living with Parents,422,4.259407777306209,2,Fair,2,10,0
59,Male,Europe,2976.896875894886,65392.24274407663,1,Mobile Phone,PhD,Divorced,Student,Rent,767,4.545891604571404,1,Excellent,9,10,0
63,Female,North America,9856.987518251217,34284.5966227497,0,Mobile Phone,Master,Single,Retired,Living with Parents,490,9.849873146391642,0,Fair,18,1,0
47,Female,Asia,8161.900533348998,117926.98516188894,0,Mobile Phone,High School,Single,Unemployed,Own,554,8.405892423039266,1,Good,16,14,1
58,Female,South America,9401.866468534325,78110.72262792775,0,Mobile Phone,Master,Married,Student,Own,511,4.28962115482032,2,Excellent,18,4,0
42,Female,South America,5988.466256718994,103026.18376876229,2,Mobile Phone,Bachelor,Divorced,Student,Own,583,4.426557348953717,0,Good,12,16,1
31,Male,North America,4135.957335666348,86281.38044385244,1,Mobile Phone,Bachelor,Single,Unemployed,Own,579,4.74616991453858,1,Excellent,9,14,1
52,Female,Europe,9798.932023571275,42689.828017352826,2,Mobile Phone,Bachelor,Divorced,Student,Living with Parents,577,6.313154033174148,1,Good,19,10,0
69,Male,Africa,3163.3132999858317,42928.073434472884,1,Mobile Phone,High School,Widowed,Student,Living with Parents,769,8.888268299697442,1,Poor,16,1,1
65,Female,Asia,7598.401361198341,142168.32229226694,4,Mobile Phone,PhD,Married,Retired,Rent,467,3.0657232052407455,2,Fair,9,8,0
51,Female,South America,5626.248883212062,135637.4890020021,2,Mobile Phone,High School,Single,Student,Rent,502,3.2100618269078462,1,Poor,5,9,0
27,Male,Africa,2362.220740593207,99382.42064859463,1,Mobile Phone,Master,Widowed,Unemployed,Living with Parents,395,9.913990706317039,1,Good,19,13,1
52,Female,North America,273.08454534457235,20161.752851453042,4,Mobile Phone,High School,Divorced,Student,Living with Parents,683,5.402466048897913,0,Good,15,6,1
28,Female,Europe,3899.264495990426,76328.43330299016,1,Mobile Phone,Master,Divorced,Retired,Own,408,7.16021464500703,2,Excellent,4,9,0
28,Female,Asia,5522.085389485355,88955.64067926853,3,Mobile Phone,High School,Married,Employed,Own,637,8.275011540928437,2,Fair,8,17,0
38,Female,North America,1913.5849694393196,78426.914962654,2,Mobile Phone,PhD,Widowed,Student,Rent,357,5.403705135399637,0,Good,16,7,1
38,Female,Europe,4204.093370026144,140308.42805722536,0,Mobile Phone,Bachelor,Single,Unemployed,Rent,497,1.1476850179608291,1,Fair,12,17,0
39,Male,North America,6190.380313523703,25312.559389611353,4,Mobile Phone,High School,Married,Employed,Rent,634,7.746986982096135,1,Fair,3,19,1
62,Female,South America,7177.738951569132,105140.70585836616,4,Mobile Phone,PhD,Widowed,Student,Living with Parents,796,6.248034549672067,0,Poor,9,3,0
24,Female,South America,622.15104607472,60798.73182483552,0,Mobile Phone,High School,Married,Unemployed,Rent,617,8.899535021504036,0,Poor,16,18,0
34,Male,Africa,6675.390135843372,92732.01725382564,4,Mobile Phone,High School,Widowed,Retired,Living with Parents,465,8.205824383981916,2,Excellent,15,10,0
19,Female,North America,661.0063578894267,105269.25465383295,0,Mobile Phone,Bachelor,Single,Employed,Living with Parents,680,4.554595026813521,0,Excellent,3,19,0
29,Male,South America,379.03640405750343,77306.77095800827,0,Mobile Phone,Master,Divorced,Retired,Rent,643,1.3834380050129864,1,Excellent,5,15,0
59,Female,Europe,1608.8790565140068,39288.6699119706,1,Mobile Phone,PhD,Divorced,Retired,Living with Parents,703,5.9479110908469535,1,Poor,8,4,1
35,Female,Africa,6571.076166394497,87474.95685949226,2,Mobile Phone,High School,Divorced,Retired,Living with Parents,839,9.830354053781257,1,Fair,7,11,1
